##name Bulgarian
##ownname Български
##isocode bg_BG.UTF-8
##plural 0

##id 0x0000
STR_0001_OFF_EDGE_OF_MAP                                        :{WHITE}Извън картата
STR_9829_CENTER_MAIN_VIEW_ON_SHIP                               :{BLACK}Фокусирай общия план върху местонахождението на кораба
STR_982A_SEND_SHIP_TO_DEPOT                                     :{BLACK}Прати кораба в депото
STR_982B_SHOW_SHIP_DETAILS                                      :{BLACK}Покажи детайлите за кораба
STR_982C_NEW_SHIP_NOW_AVAILABLE                                 :{BLACK}{BIGFONT}Нов кораб излезе на пазара!
STR_982D                                                        :{BLACK}{BIGFONT}{STRING}
STR_982E_COST_MAX_SPEED_CAPACITY                                :{BLACK}Cost: {CURRENCY} Макс. Скорост: {VELOCITY}{}Вместимост: {STRING}{}Оперативен разход: {CURRENCY}/год
STR_982F_NAME_SHIP                                              :{BLACK}Наименувай кораба

STR_9831_NAME_SHIP                                              :{WHITE}Наименувай кораба
STR_9832_CAN_T_NAME_SHIP                                        :{WHITE}Не може да наименуваш кораба...
STR_9833_CITIZENS_CELEBRATE_FIRST                               :{BLACK}{BIGFONT}Гражданите празнуват . . .{}Първия кораб пристигнал в {STATION}!
STR_9834_POSITION_BUOY_WHICH_CAN                                :{BLACK}Поставете шамандура, използва се като отправна точка
STR_9835_CAN_T_POSITION_BUOY_HERE                               :{WHITE}Не може да постави шамандура...
STR_9836_RENAME                                                 :{BLACK}Промяна на име
STR_9837_RENAME_SHIP_TYPE                                       :{BLACK}Промяна името на кораб
STR_9838_RENAME_SHIP_TYPE                                       :{WHITE}Промяна името на кораба
STR_9839_CAN_T_RENAME_SHIP_TYPE                                 :{WHITE}Не може да смени името на кораба...
STR_983A_REFIT_CARGO_SHIP_TO_CARRY                              :{BLACK}Преустройване на товарен кораб за друг тип товар
STR_983B_REFIT                                                  :{WHITE}{VEHICLE} (Преустройване)
STR_983C_REFIT_SHIP                                             :{BLACK}Преустройване на кораб
STR_983D_SELECT_TYPE_OF_CARGO_FOR                               :{BLACK}Избор на вид товар за превоз от кораба
STR_983E_REFIT_SHIP_TO_CARRY_HIGHLIGHTED                        :{BLACK}Преустройване на кораба да превозва избрания вид товар
STR_983F_SELECT_CARGO_TYPE_TO_CARRY                             :{GOLD}Изберете вид товар за превозване:
STR_9840_NEW_CAPACITY_COST_OF_REFIT                             :{BLACK}Нов капацитет: {GOLD}{STRING}{}{BLACK}Цена за преустройство: {GOLD}{CURRENCY}
STR_9841_CAN_T_REFIT_SHIP                                       :{WHITE}Не може да преустрои кораб...
STR_9842_REFITTABLE                                             :(преустроим)
SERVICE_AT_SHIP_DEPOT                                           :Сервиз на {TOWN} док

##id 0xA000
STR_A000_AIRPORTS                                               :{WHITE}Летища
STR_A001_CAN_T_BUILD_AIRPORT_HERE                               :{WHITE}Не може да построи летище...
STR_A002_AIRCRAFT_HANGAR                                        :{WHITE}{STATION} хангар за самолети
STR_A003_NEW_AIRCRAFT                                           :{BLACK}Ново летище
STR_CLONE_AIRCRAFT                                              :{BLACK}Клониране на летателен апарат
STR_CLONE_AIRCRAFT_INFO                                         :{BLACK}Така ще бъде построено копие на летателния апарат. Натисни CTRL за да споделиш задачите
STR_CLONE_AIRCRAFT_INFO_HANGAR_WINDOW                           :{BLACK}Така ще бъде построено копие на летателния апарат. Натисни на този бутон и след това на летателен апарат вътре или вън от хангара. Натисни CTRL за да споделиш задачите
STR_A005_NEW_AIRCRAFT                                           :{WHITE}Ново самолет
STR_A006_BUILD_AIRCRAFT                                         :{BLACK}Строене на самолет
STR_A008_CAN_T_BUILD_AIRCRAFT                                   :{WHITE}Не може да построи самолет...
STR_A009_AIRCRAFT                                               :{WHITE}{COMPANY} - {COMMA} Самолет
STR_A00A                                                        :{WHITE}{VEHICLE}
STR_A00B_ORDERS                                                 :{WHITE}{VEHICLE} (Маршрут)
STR_A00C_DETAILS                                                :{WHITE}{VEHICLE} (Информация)
STR_A00D_AGE_RUNNING_COST_YR                                    :{BLACK}Възраст: {LTBLUE}{STRING}{BLACK}   Разход: {LTBLUE}{CURRENCY}/г.
STR_A00E_MAX_SPEED                                              :{BLACK}Макс. скорост: {LTBLUE}{VELOCITY}
STR_A00F_PROFIT_THIS_YEAR_LAST_YEAR                             :{BLACK}Печалба тази година: {LTBLUE}{CURRENCY}  (предходната: {CURRENCY})
STR_A010_RELIABILITY_BREAKDOWNS                                 :{BLACK}Надеждност: {LTBLUE}{COMMA}%  {BLACK}Повреди от последния сервиз: {LTBLUE}{COMMA}
STR_A011_BUILT_VALUE                                            :{LTBLUE}{STRING}{BLACK}   Произведен: {LTBLUE}{NUM}{BLACK} Стойност: {LTBLUE}{CURRENCY}
STR_A012_CAN_T_SEND_AIRCRAFT_TO                                 :{WHITE}Не може да изпрати самолета в хангар...
STR_A014_AIRCRAFT_IS_WAITING_IN                                 :{WHITE}Самолет {COMMA} чака в хангар
STR_A015_AIRCRAFT_IN_THE_WAY                                    :{WHITE}Самолет на пътя
STR_A016_CAN_T_STOP_START_AIRCRAFT                              :{WHITE}Не може да спре/пусне самолет...
STR_A017_AIRCRAFT_IS_IN_FLIGHT                                  :{WHITE}Самолета е във въздуха
STR_A019_CAPACITY                                               :{BLACK}Капацитет: {LTBLUE}{STRING}, {STRING}
STR_A01A_CAPACITY                                               :{BLACK}Капацитет: {LTBLUE}{STRING}
STR_A01B_AIRCRAFT_MUST_BE_STOPPED                               :{WHITE}Самолета трябва да бъде спрян в хангар
STR_A01C_CAN_T_SELL_AIRCRAFT                                    :{WHITE}Не може да продаде самолета...
STR_A01D_AIRPORT_CONSTRUCTION                                   :Строене на летище
STR_A01E_BUILD_AIRPORT                                          :{BLACK}Строене на летище
STR_A01F_AIRCRAFT_CLICK_ON_AIRCRAFT                             :{BLACK}Самолет - натиснете върху самолет за информация
STR_A020_BUILD_NEW_AIRCRAFT_REQUIRES                            :{BLACK}Строене на самолет (необходимо е летище с хангар)
